Product,Frequency,Value
A4 WALL TIDY BLUE OFFICE,0.0005549697541483989,0.0028623805330838443
A4 WALL TIDY RED FLOWERS,0.00022198790165935958,7.653440475714726e-05
ABC TREASURE BOOK BOX ,0.01026694045174538,0.02859298946864564
ABSTRACT CIRCLE JOURNAL ,0.003884788279038792,0.01709042709025929
ABSTRACT CIRCLES POCKET BOOK,0.0023308729674232755,0.0020303478218542197
ABSTRACT CIRCLES SKETCHBOOK ,0.003940285254453633,0.01295923124233671
ACRYLIC GEOMETRIC LAMP,0.000998945557467118,0.004175491710814283
"ACRYLIC HANGING JEWEL,BLUE",0.0012209334591264775,0.0012795419206883198
"ACRYLIC HANGING JEWEL,PINK",0.00033298185248903936,0.00022498504536522829
"ACRYLIC JEWEL ANGEL,PINK",0.00011099395082967979,4.588806747860633e-05
"ACRYLIC JEWEL ICICLE, BLUE",0.00016649092624451968,9.808068895825744e-05
"ACRYLIC JEWEL ICICLE, PINK",0.0009434485820522782,0.001331187187216035
"ACRYLIC JEWEL SNOWFLAKE, PINK",0.00022198790165935958,0.00015602386145116385
"ACRYLIC JEWEL SNOWFLAKE,PINK",5.5496975414839894e-05,1.121302047285998e-05
ADULT APRON APPLE DELIGHT,0.0018314001886897164,0.006803168878121096
ADVENT CALENDAR GINGHAM SACK,0.011931849714190576,0.0474649472348652
AFGHAN SLIPPER SOCK PAIR,0.0011654364837116377,0.0011153044109401885
AGED GLASS SILVER T-LIGHT HOLDER,0.018424995837726842,0.03179119664087371
AIRLINE BAG VINTAGE JET SET BROWN,0.008380043287640823,0.03601208668052539
AIRLINE BAG VINTAGE JET SET RED,0.010877407181308618,0.033561657229131965
AIRLINE BAG VINTAGE JET SET WHITE,0.005993673344802709,0.023224845665747944
AIRLINE BAG VINTAGE TOKYO 78,0.02070037182973528,0.07541434478455988
AIRLINE BAG VINTAGE WORLD CHAMPION ,0.007492091681003385,0.02635501019101571
"AIRLINE LOUNGE,METAL SIGN",0.01598312891947389,0.05929850091431834
ALARM CLOCK BAKELIKE CHOCOLATE,0.021088850657639158,0.06554285695070991
ALARM CLOCK BAKELIKE GREEN,0.048615350463399744,0.13412964121360232
ALARM CLOCK BAKELIKE IVORY,0.029080415117376104,0.07246682839633047
ALARM CLOCK BAKELIKE ORANGE,0.022032299239691435,0.053375466610844684
ALARM CLOCK BAKELIKE PINK,0.03640601587213497,0.09932316586305069
ALARM CLOCK BAKELIKE RED ,0.051612187135801096,0.1326891503449014
ALPHABET HEARTS STICKER SHEET,0.003052333647816194,0.013103098062223819
ALPHABET STENCIL CRAFT,0.0098784616238415,0.02151262187156613
ALUMINIUM HEART,0.00033298185248903936,0.00016975316349456383
ALUMINIUM STAMPED HEART,0.006937121926854986,0.009370697941043598
AMAZON FEE,0.00011099395082967979,0.0015247369950481102
AMBER 3 BEAD DROP EARRINGS,0.00044397580331871915,0.0052752740660425845
AMBER BERTIE GLASS BEAD BAG CHARM,0.0005549697541483989,0.002711693936417044
AMBER BERTIE MOBILE PHONE CHARM,5.5496975414839894e-05,0.0003245737304562488
AMBER CHUNKY BEAD BRACELET W STRAP,0.000499472778733559,0.0015158818112912824
AMBER CHUNKY GLASS+BEAD NECKLACE,0.00044397580331871915,0.0009913262983147222
AMBER CRYSTAL DROP EARRINGS,0.00016649092624451968,0.0009173558193850647
AMBER DIAMANTE EXPANDABLE RING,0.0006659637049780787,0.0030640941289439864
AMBER DROP EARRINGS W LONG BEADS,0.0012209334591264775,0.008138656236528352
AMBER FINE BEAD NECKLACE W TASSEL,0.00027748487707419944,0.002652897599322942
AMBER GLASS TASSLE BAG CHARM,0.00038847882790387923,0.0022750420775130486
AMBER GLASS/SHELL/PEARL NECKLACE,0.00038847882790387923,0.0030457466579943714
AMBER GLASS/SILVER BRACELET,0.0008879516066374383,0.004550119611217315
AMETHYST 3 BEAD DROP EARRINGS,0.00027748487707419944,0.002825243496800361
AMETHYST CHUNKY BEAD BRACELET W STR,0.0011099395082967978,0.0056024970387864425
AMETHYST DIAMANTE EXPANDABLE RING,0.0006104667295632388,0.00328867918415203
AMETHYST DROP EARRINGS W LONG BEADS,0.0009434485820522782,0.009693236264522708
AMETHYST GLASS/SHELL/PEARL NECKLACE,0.0007769576558077585,0.008406081234776182
AMETHYST HOOP EARRING FLORAL LEAF,0.000499472778733559,0.002308857311881745
ANGEL DECORATION 3 BUTTONS ,0.008879516066374382,0.031606529716947857
ANGEL DECORATION PAINTED ZINC ,0.003884788279038792,0.024561361253700537
ANGEL DECORATION STARS ON DRESS,0.007048115877684666,0.029251364403322756
ANGEL DECORATION WITH LACE PADDED,0.0006104667295632388,0.0006123716345770536
ANIMAL STICKERS,0.0023308729674232755,0.0020274448461982024
ANIMALS AND NATURE WALL ART,0.0008879516066374383,0.0017782310341649874
ANT COPPER LIME BOUDICCA BRACELET,0.0027193517953271545,0.015517553883608124
ANT COPPER PINK BOUDICCA BRACELET,0.0018314001886897164,0.013666767294144296
ANT COPPER RED BOUDICCA BRACELET,0.0011654364837116377,0.007256547195232434
ANT COPPER TURQ BOUDICCA BRACELET,0.001997891114934236,0.011921557054063513
ANT SILVER FUSCHIA BOUDICCA RING,0.00038847882790387923,0.00028114100421952566
ANT SILVER LIME GREEN BOUDICCA RING,0.000499472778733559,0.0003053819589532441
ANT SILVER PURPLE BOUDICCA RING,0.00027748487707419944,0.0001873172742194429
ANT WHITE WIRE HEART SPIRAL,0.005716188467728509,0.016368861466788922
ANTIQUE ALL GLASS CANDLESTICK,0.010821910205893778,0.045092191218371803
ANTIQUE CREAM CUTLERY CUPBOARD,0.0018868971641045563,0.008047222475417594
ANTIQUE CREAM CUTLERY SHELF ,0.001054442532881958,0.001333448627412192
ANTIQUE GLASS DRESSING TABLE POT,0.014429213607858371,0.04867788913237341
ANTIQUE GLASS HEART DECORATION ,0.001997891114934236,0.004569725776955185
ANTIQUE GLASS PEDESTAL BOWL,0.011598867861701537,0.03589009743862609
ANTIQUE GLASS PLACE SETTING,0.00038847882790387923,0.00031671796808939337
ANTIQUE HEART SHELF UNIT,0.0038292913036239527,0.008845362391860229
ANTIQUE IVORY WIRE BOWL SMALL,0.0011099395082967978,0.0014816543986996699
ANTIQUE MID BLUE FLOWER EARRINGS,0.00011099395082967979,0.0005093071347406414
ANTIQUE OLIVE GREEN FLOWER EARRINGS,0.00022198790165935958,0.001481377397205775
ANTIQUE OPAL WHITE FLOWER EARRINGS,0.00027748487707419944,0.0012869832888203086
ANTIQUE RASPBERRY FLOWER EARRINGS,0.00022198790165935958,0.0023335924372805718
ANTIQUE SILVER BAUBLE LAMP  ,0.004106776180698152,0.008934089294372647
ANTIQUE SILVER BOOK MARK WITH BEADS,0.00016649092624451968,0.0008456423486276619
ANTIQUE SILVER T-LIGHT GLASS,0.037515955380431766,0.09148885338387647
ANTIQUE SILVER TEA GLASS ENGRAVED,0.019090959542704924,0.04262702196348524
ANTIQUE SILVER TEA GLASS ETCHED,0.011876352738775737,0.029628812178933636
ANTIQUE TALL SWIRLGLASS TRINKET POT,0.011099395082967978,0.03432906881585386
APOTHECARY MEASURING JAR,0.000998945557467118,0.002032723386665861
APPLE BATH SPONGE,0.011765358787946057,0.06197865767665248
APRON APPLE DELIGHT,0.0036073034019645928,0.007897965206459292
APRON MODERN VINTAGE COTTON,0.00488373383650591,0.01147572425764587
AQUA BERTIE GLASS BEAD BAG CHARM,0.0006659637049780787,0.003271949401926762
AREA PATROLLED METAL SIGN,0.023697208502136635,0.0473211114391454
ARMY CAMO BOOKCOVER TAPE,0.00022198790165935958,0.00010633754948827253
"ART LIGHTS,FUNK MONKEY",0.0032743215494755538,0.011262540583926535
ASS COL CIRCLE MOBILE ,0.00033298185248903936,0.0002160855413693774
ASS COL LARGE SAND FROG P'WEIGHT,0.00038847882790387923,0.0003727875024775956
ASS COL SMALL SAND GECKO P'WEIGHT,0.000499472778733559,0.00032644072052509954
ASS COLOUR GLOWING TIARAS,0.0012764304345413175,0.0013392911429214204
ASS DES PHONE SPONGE CRAFT STICKER,0.0007214606803929186,0.0005898059848784105
ASS FLORAL PRINT MULTI SCREWDRIVER,0.008158055385981465,0.008463441596125937
ASS FLORAL PRINT SPIRIT LEVEL ,0.002053388090349076,0.0030027804022733674
ASSORTED BOTTLE TOP  MAGNETS ,0.008602031189300183,0.026891118882299628
ASSORTED CAKES FRIDGE MAGNETS,0.00044397580331871915,0.0004277479228842432
ASSORTED CHEESE FRIDGE MAGNETS,0.0008879516066374383,0.0024356032234342084
ASSORTED CIRCULAR MOBILE,0.0018314001886897164,0.005535213375919405
ASSORTED COLOUR BIRD ORNAMENT,0.0760863532937455,0.09523436243455437
ASSORTED COLOUR LIZARD SUCTION HOOK,0.0028303457461568344,0.004358588590272746
ASSORTED COLOUR METAL CAT ,0.0013874243853709972,0.0007631335756501923
ASSORTED COLOUR MINI CASES,0.016982074476941007,0.024813113507423802
ASSORTED COLOUR SILK GLASSES CASE,5.5496975414839894e-05,1.8021717192793237e-05
ASSORTED COLOUR SUCTION CUP HOOK,0.0007214606803929186,0.0008353988333834337
ASSORTED COLOUR T-LIGHT HOLDER,0.006437649148121428,0.021122670248520835
ASSORTED COLOURED CIRCLE MOBILE ,0.00038847882790387923,0.00019430325189546884
ASSORTED COLOURS SILK FAN,0.027471002830345745,0.07451093322037748
ASSORTED CREEPY CRAWLIES,0.005438703590654309,0.009775738389464324
ASSORTED EASTER DECORATIONS  BELLS,0.0011654364837116377,0.0017163677365304823
ASSORTED EASTER GIFT TAGS,0.0022198790165935955,0.0025733062060791724
ASSORTED FARMYARD ANIMALS IN BUCKET,0.000499472778733559,0.0008468545071649453
"ASSORTED FLOWER COLOUR ""LEIS""",0.005716188467728509,0.009374983708157139
ASSORTED INCENSE PACK,0.0014429213607858372,0.003030151473888097
ASSORTED LAQUERED INCENSE HOLDERS,0.0013319274099561575,0.0036860599872635775
ASSORTED MINI MADRAS NOTEBOOK,0.0014429213607858372,0.0032970424132557005
ASSORTED MONKEY SUCTION CUP HOOK,0.0023308729674232755,0.0033054023183414446
ASSORTED SANSKRIT MINI NOTEBOOK,0.00027748487707419944,0.00021161362925194033
ASSORTED SHAPES PHOTO CLIP SILVER ,0.0006659637049780787,0.0005679483509981627
ASSORTED TUTTI FRUTTI  FOB NOTEBOOK,0.004217770131527832,0.015360983775211005
ASSORTED TUTTI FRUTTI BRACELET,0.0069926189022698265,0.03584396450182689
ASSORTED TUTTI FRUTTI HEART BOX,0.0017759032132748766,0.0018845153993664323
ASSORTED TUTTI FRUTTI KEYRING BALL,0.0027193517953271545,0.011503577311859978
ASSORTED TUTTI FRUTTI LARGE PURSE,0.0013874243853709972,0.00141893018042214
ASSORTED TUTTI FRUTTI MIRROR,0.003052333647816194,0.012986786242943384
ASSORTED TUTTI FRUTTI NOTEBOOK,0.0021643820411787556,0.006138697694566338
ASSORTED TUTTI FRUTTI PEN,0.005438703590654309,0.010740303019450885
ASSORTED TUTTI FRUTTI SMALL PURSE,0.0033853155003052333,0.021402327632739058
ASSTD COL BUTTERFLY/CRYSTAL W/CHIME,0.0007214606803929186,0.002029622077940215
ASSTD DESIGN 3D PAPER STICKERS,0.001553915311615517,0.0010802293737772579
ASSTD DESIGN BUBBLE GUM RING,0.00022198790165935958,0.003376804439419709
ASSTD DESIGN RACING CAR PEN,0.005660691492313669,0.02800033036838011
ASSTD FRUIT+FLOWERS FRIDGE MAGNETS,0.003163327598645874,0.0025958973399152537
ASSTD MULTICOLOUR CIRCLES MUG,0.0044952550086020315,0.0126423869615661
ASSTD RASTA KEY-CHAINS,0.00011099395082967979,7.553609137315053e-05
Adjust bad debt,5.5496975414839894e-05,0.0012256828582213979
BABUSHKA LIGHTS STRING OF 10,0.007880570508907265,0.02367283574980004
BABY BOOM RIBBONS ,0.004439758033187191,0.004668664062538542
BABY MOUSE RED GINGHAM DRESS,0.0011099395082967978,0.0014823590905001383
BAG 125g SWIRLY MARBLES,0.01526166823908097,0.04136807233385305
BAG 250g SWIRLY MARBLES,0.012486819468338975,0.04387958615468016
BAG 500g SWIRLY MARBLES,0.007492091681003385,0.02830048032311667
BAG OF SILVER STONES,0.0007214606803929186,0.0032482979063720514
BAKING MOULD CHOCOLATE CUP CAKES,0.00011099395082967979,2.0941312938444033e-05
BAKING MOULD CHOCOLATE CUPCAKES,0.0073256007547588655,0.022392181391112237
BAKING MOULD CUPCAKE CHOCOLATE,5.5496975414839894e-05,2.2824923096928418e-05
BAKING MOULD EASTER EGG MILK CHOC,0.006271158221876908,0.01374836528620984
BAKING MOULD EASTER EGG WHITE CHOC,0.0038292913036239527,0.007602110990890051
BAKING MOULD HEART MILK CHOCOLATE,0.00971197069759698,0.026646113276961668
BAKING MOULD HEART WHITE CHOCOLATE,0.006437649148121428,0.015549189670222856
BAKING MOULD ROSE MILK CHOCOLATE,0.0032743215494755538,0.009570734015856713
BAKING MOULD ROSE WHITE CHOCOLATE,0.002441866918252955,0.010926323926678898
BAKING MOULD TOFFEE CUP  CHOCOLATE,5.5496975414839894e-05,2.2824923096928418e-05
BAKING MOULD TOFFEE CUP CHOCOLATE,0.003218824574060714,0.007674641062051454
BAKING SET 9 PIECE RETROSPOT ,0.04378711360230867,0.07102565942797248
BAKING SET SPACEBOY DESIGN,0.022254287141350797,0.04187081896521229
BALLOON ART MAKE YOUR OWN FLOWERS,0.00510572173816527,0.01360431675334273
BALLOON PUMP WITH 10 BALLOONS,0.005938176369387868,0.010486649427473524
BALLOON WATER BOMB PACK OF 35,0.007825073533492424,0.012732735984826764
BALLOONS  WRITING SET ,0.018369498862312005,0.06973746952064477
BANK ACCOUNT  GREETING  CARD ,0.001997891114934236,0.007736232898221942
BANQUET BIRTHDAY  CARD  ,0.008380043287640823,0.028782188137011614
BAROQUE BUTTERFLY EARRINGS BLACK,0.00011099395082967979,3.8709296762829674e-05
BAROQUE BUTTERFLY EARRINGS CRYSTAL,0.00022198790165935958,0.0008465653176053191
BAROQUE BUTTERFLY EARRINGS MONTANA,5.5496975414839894e-05,0.0001659892671955218
BAROQUE BUTTERFLY EARRINGS PINK,0.00016649092624451968,0.0005468308651096016
BAROQUE BUTTERFLY EARRINGS RED,5.5496975414839894e-05,0.0002164223751859534
BASKET OF FLOWERS SEWING KIT,0.0033853155003052333,0.01401459474601002
BASKET OF TOADSTOOLS,0.006049170320217548,0.021240083425741
BATH BUILDING BLOCK WORD,0.013985237804539653,0.02221515306038202
BATHROOM HOOK,0.0014429213607858372,0.005407922325426956
BATHROOM METAL SIGN,0.034241633830956214,0.09279601567752405
BATHROOM METAL SIGN ,0.0036628003773794327,0.00888393872790599
BATHROOM SCALES FOOTPRINTS IN SAND,0.0011099395082967978,0.0026557230145606687
BATHROOM SCALES RUBBER DUCKS,0.0011099395082967978,0.002647496070191994
"BATHROOM SCALES, TROPICAL BEACH",0.0006659637049780787,0.00032983121881037145
BATHROOM SET LOVE HEART DESIGN,0.0006104667295632388,0.00103026162829657
BEACH HUT DESIGN BLACKBOARD,0.0007214606803929186,0.002747403861003982
BEACH HUT KEY CABINET,0.0011654364837116377,0.005193436744686315
BEACH HUT MIRROR,0.00044397580331871915,0.00021235266923765159
BEACH HUT SHELF W 3 DRAWERS,0.0014984183362006772,0.0029315743982527803
BEADED CHANDELIER T-LIGHT HOLDER,0.001942394139519396,0.002934412001556238
BEADED CRYSTAL HEART BLUE  LARGE,0.002441866918252955,0.0029014565798245904
BEADED CRYSTAL HEART BLUE ON STICK,0.0027193517953271545,0.013959030462346683
BEADED CRYSTAL HEART BLUE SMALL,0.0008324546312225983,0.0033355644570086575
BEADED CRYSTAL HEART GREEN LARGE,0.0033298185248903933,0.005872273225714455
BEADED CRYSTAL HEART GREEN ON STICK,0.009545479771352462,0.05518213351036693
BEADED CRYSTAL HEART GREEN SMALL,0.0017204062378600366,0.00727563038214983
BEADED CRYSTAL HEART PINK LARGE,0.0034408124757200733,0.00494930092403918
BEADED CRYSTAL HEART PINK ON STICK,0.011432376935457018,0.0594904042252707
BEADED CRYSTAL HEART PINK SMALL,0.0036073034019645928,0.016631309302194454
BEADED LOVE HEART JEWELLERY SET,5.5496975414839894e-05,6.158740414658589e-05
BEADED PEARL HEART WHITE LARGE,0.0005549697541483989,0.0004561161998769936
BEADED PEARL HEART WHITE ON STICK,0.0065486430989511075,0.024595700574895688
BELL HEART ANTIQUE GOLD,5.5496975414839894e-05,3.066960540402809e-05
BELL HEART DECORATION,0.000499472778733559,0.0003233383037934782
BELLE JARDINIERE CUSHION COVER,0.010821910205893778,0.02339763709242814
BEST DAD CANDLE LETTERS,0.00038847882790387923,0.00024543440365051524
BEWARE OF THE CAT METAL SIGN ,0.023364226649647594,0.05527497887109057
BICYCLE PUNCTURE REPAIR KIT ,0.005938176369387868,0.015097424609811961
BICYCLE SAFTEY WALL ART,0.002053388090349076,0.002798909518778774
BIG DOUGHNUT FRIDGE MAGNETS,0.009046006992618903,0.01929001728485333
BIG POLKADOT MUG,5.5496975414839894e-05,0.0001018069130541298
BILI NUT AND WOOD NECKLACE,0.00022198790165935958,0.0009153170883899991
BINGO SET,0.018924468616460403,0.05098696693744429
BIRD BOX CHRISTMAS TREE DECORATION,0.00033298185248903936,0.0004106502826750828
BIRD DECORATION GREEN POLKADOT,0.007381097730173706,0.031671751380694335
BIRD DECORATION RED RETROSPOT,0.006271158221876908,0.025569390852897715
BIRD HOUSE HOT WATER BOTTLE,0.014540207558688052,0.06531687913199058
BIRD ON BRANCH CANVAS SCREEN,5.5496975414839894e-05,0.00012064633865690036
BIRDCAGE DECORATION TEALIGHT HOLDER,0.0032743215494755538,0.003993231375867382
BIRDHOUSE DECORATION MAGIC GARDEN,0.007603085631833065,0.023814166344009048
BIRDHOUSE GARDEN MARKER ,0.0073256007547588655,0.027502928757847066
BIRDS MOBILE VINTAGE DESIGN,0.002608357844497475,0.002430770101368732
BIRTHDAY BANQUET GIFT WRAP,0.0014984183362006772,0.001978675963183091
"BIRTHDAY CARD, RETRO SPOT",0.014151728730784172,0.05886613814654581
BIRTHDAY PARTY CORDON BARRIER TAPE,0.0051612187135801095,0.010552951397046201
